1968,152
1969,151
1970,150
1971,149
1972,148
1973,147
1974,146
1975,145
1977,143
1978,142
1979,141
1980,140
1981,139
1982,138
1983,137
1984,136
1985,135
1986,134
1987,133
1988,132
1989,131
1990,130
1991,129
1992,128
1993,127
1994,126
1995,125
1996,124
1997,123
1998,122
1999,121
2000,120
2001,119
2002,118
2003,117
2004,116
2005,115
2006,114
2007,113
2008,112
2009,111
2010,110
2011,109
2012,108
2013,107
2014,106
2015,105
